CustomerID,LastPurchase,FirstPurchase,TotalOrders,Revenue,CustomerAge,DaysSinceLastPurchase,Churn,Segment
13398.0,2011-05-31 13:17:00,2011-05-31 13:17:00,1,457.34000000000003,191,191,1,At Risk
13402.0,2011-08-04 15:51:00,2010-12-02 17:12:00,2,621.23,371,126,1,At Risk
13403.0,2011-11-22 08:28:00,2011-11-22 08:28:00,1,75.0,17,17,0,Potential Loyalist
13404.0,2011-12-08 15:37:00,2011-05-11 11:57:00,2,252.49,212,0,0,Potential Loyalist
13405.0,2011-09-26 17:01:00,2011-01-26 09:27:00,3,572.451,317,73,0,At Risk
13408.0,2011-12-08 09:05:00,2010-12-01 10:39:00,62,28117.04,373,1,0,Champions
13410.0,2011-11-15 15:33:00,2011-02-21 14:38:00,5,1003.06,290,23,0,Loyal Customers
13411.0,2011-08-24 13:57:00,2011-08-24 13:57:00,1,213.55,106,106,1,At Risk
13414.0,2011-07-29 11:45:00,2011-02-16 12:13:00,3,1390.5,296,133,1,At Risk
13416.0,2011-10-27 08:56:00,2011-09-19 14:43:00,2,712.5,80,43,0,Others
13417.0,2011-12-05 08:49:00,2011-05-18 16:26:00,2,640.83,204,4,0,Potential Loyalist
13418.0,2011-11-28 10:23:00,2010-12-02 10:45:00,18,6127.43,372,11,0,Champions
13419.0,2011-10-07 12:49:00,2011-10-07 12:49:00,1,221.06,63,63,0,Others
13420.0,2011-07-13 08:48:00,2011-06-22 11:35:00,2,159.85,170,149,1,At Risk
13421.0,2011-10-30 14:21:00,2011-02-22 15:46:00,2,1851.08,289,39,0,Others
13422.0,2011-10-06 13:42:00,2011-10-06 13:42:00,1,2626.3,63,63,0,Others
13425.0,2011-08-23 17:13:00,2011-02-18 08:34:00,3,1624.21,294,107,1,At Risk
13426.0,2011-12-09 08:59:00,2010-12-15 12:43:00,10,3641.32,359,0,0,Champions
13427.0,2011-11-20 13:02:00,2011-05-08 15:58:00,3,582.6,214,18,0,Potential Loyalist
13428.0,2011-11-29 14:20:00,2011-11-29 14:20:00,1,218.47,9,9,0,Potential Loyalist
13429.0,2011-11-29 09:10:00,2011-09-25 15:59:00,4,1006.8,74,10,0,Loyal Customers
13430.0,2011-11-21 08:19:00,2011-09-14 14:26:00,2,679.45,85,18,0,Potential Loyalist
13431.0,2011-10-03 13:49:00,2011-09-12 11:25:00,2,1269.1,88,66,0,Others
13434.0,2011-09-26 14:30:00,2011-09-04 10:35:00,2,534.24,96,73,0,At Risk
13435.0,2011-12-04 14:45:00,2011-06-03 17:07:00,7,3809.89,188,4,0,Champions
13436.0,2011-12-08 10:33:00,2011-12-08 10:33:00,1,196.89,1,1,0,Potential Loyalist
13437.0,2011-11-25 14:00:00,2011-06-02 14:30:00,7,3408.06,189,13,0,Loyal Customers
13439.0,2011-03-29 14:20:00,2011-03-29 14:20:00,1,283.71,254,254,1,At Risk
13441.0,2011-09-09 09:38:00,2011-09-09 09:38:00,1,296.64,91,91,1,At Risk
13447.0,2011-11-16 13:38:00,2011-11-04 10:10:00,3,1129.14,35,22,0,Potential Loyalist
13448.0,2011-11-23 12:33:00,2010-12-01 10:52:00,6,3539.3700000000003,373,16,0,Loyal Customers
13449.0,2011-11-16 08:28:00,2011-11-16 08:28:00,1,291.88,23,23,0,Potential Loyalist
13450.0,2011-11-13 11:54:00,2011-05-05 19:48:00,6,2043.72,217,26,0,Loyal Customers
13451.0,2011-11-13 15:58:00,2011-01-09 15:35:00,5,2976.15,333,25,0,Loyal Customers
13452.0,2011-03-25 14:19:00,2011-03-14 11:38:00,2,590.0,270,258,1,At Risk
13453.0,2011-06-27 09:34:00,2011-02-23 09:44:00,2,356.98,289,165,1,At Risk
13455.0,2011-11-15 11:21:00,2010-12-08 13:11:00,2,1058.34,365,24,0,Potential Loyalist
13456.0,2011-11-22 09:18:00,2011-05-16 15:34:00,6,1766.72,206,17,0,Loyal Customers
13458.0,2011-12-02 15:29:00,2010-12-15 12:05:00,14,9646.57,359,6,0,Champions
13460.0,2011-11-10 17:17:00,2011-10-21 09:50:00,2,183.44,49,28,0,Potential Loyalist
13461.0,2011-11-01 09:01:00,2011-06-29 10:23:00,3,1445.0,163,38,0,Others
13462.0,2011-04-01 11:20:00,2011-04-01 11:20:00,1,151.5,252,252,1,At Risk
13464.0,2011-10-12 15:01:00,2011-10-12 15:01:00,1,674.68,57,57,0,Others
13466.0,2011-06-08 16:39:00,2011-06-08 16:39:00,1,307.90000000000003,183,183,1,At Risk
13467.0,2011-11-29 10:01:00,2011-11-03 16:56:00,2,1083.71,35,10,0,Potential Loyalist
13468.0,2011-12-08 10:39:00,2010-12-01 15:08:00,37,5704.97,372,1,0,Champions
13470.0,2011-09-01 14:57:00,2011-08-16 17:06:00,2,165.0,114,98,1,At Risk
13471.0,2011-12-08 15:44:00,2011-10-23 13:10:00,4,2531.58,46,0,0,Loyal Customers
13473.0,2011-10-10 11:20:00,2011-01-11 08:45:00,2,422.64,332,60,0,Others
13474.0,2011-04-17 13:53:00,2011-04-17 13:53:00,1,229.59,235,235,1,At Risk
13475.0,2011-06-01 13:52:00,2011-02-14 12:36:00,4,1431.78,298,190,1,At Risk
13476.0,2011-06-14 12:00:00,2011-03-03 14:43:00,2,1238.47,280,178,1,At Risk
13477.0,2011-11-02 12:04:00,2011-02-21 12:29:00,6,1454.58,291,37,0,Others
13479.0,2011-05-23 10:45:00,2011-04-19 11:27:00,2,300.95,234,200,1,At Risk
13481.0,2011-10-25 09:07:00,2011-03-28 09:07:00,5,1804.56,256,45,0,Others
13482.0,2011-04-21 17:03:00,2011-04-21 17:03:00,1,184.64000000000001,231,231,1,At Risk
13483.0,2011-10-05 11:53:00,2011-10-05 11:53:00,1,140.34,65,65,0,Others
13484.0,2011-04-12 16:30:00,2011-04-12 16:30:00,1,313.8,240,240,1,At Risk
13485.0,2011-04-20 13:58:00,2011-04-20 13:58:00,1,454.24,232,232,1,At Risk
13486.0,2011-09-22 13:13:00,2011-07-07 17:19:00,3,1122.41,154,77,0,At Risk
13487.0,2011-10-13 12:07:00,2010-12-21 14:54:00,3,575.4,352,57,0,Others
13488.0,2011-11-22 14:41:00,2010-12-07 13:01:00,13,8968.31,366,16,0,Loyal Customers
13489.0,2011-08-26 13:16:00,2011-02-18 10:42:00,4,449.52,294,104,1,At Risk
13491.0,2011-10-19 08:32:00,2010-12-02 14:30:00,10,1215.82,371,51,0,Others
13492.0,2011-07-26 14:25:00,2011-05-09 10:06:00,3,1269.84,214,135,1,At Risk
13493.0,2011-03-09 15:35:00,2011-02-25 16:42:00,2,618.63,286,274,1,At Risk
13494.0,2011-02-01 11:58:00,2011-02-01 11:58:00,1,316.26000000000005,311,311,1,At Risk
13495.0,2011-12-02 11:21:00,2010-12-06 15:14:00,5,2044.8700000000001,367,7,0,Loyal Customers
13496.0,2011-11-29 10:58:00,2010-12-15 10:17:00,2,653.33,359,10,0,Potential Loyalist
13497.0,2011-03-02 09:04:00,2010-12-06 11:37:00,2,348.05,368,282,1,At Risk
13499.0,2011-11-22 11:21:00,2011-03-15 08:52:00,5,1159.1100000000001,269,17,0,Loyal Customers
13500.0,2011-11-16 15:35:00,2011-08-09 12:20:00,3,1166.77,122,22,0,Potential Loyalist
13501.0,2011-02-24 18:59:00,2011-02-24 18:59:00,1,1340.32,287,287,1,At Risk
13502.0,2011-11-23 10:39:00,2011-01-20 09:03:00,3,292.0,323,16,0,Potential Loyalist
13503.0,2011-09-29 13:23:00,2011-09-29 13:23:00,1,216.85,70,70,0,Others
13504.0,2011-10-06 13:20:00,2011-10-06 13:20:00,1,295.93,63,63,0,Others
13505.0,2011-09-28 11:56:00,2011-04-21 12:07:00,4,4393.63,232,72,0,At Risk
13506.0,2011-01-27 13:53:00,2010-12-05 12:15:00,2,458.52,369,315,1,At Risk
13507.0,2011-12-06 13:13:00,2011-07-17 11:50:00,4,2479.16,145,2,0,Loyal Customers
13508.0,2011-04-10 11:58:00,2011-04-10 11:58:00,1,110.97,243,243,1,At Risk
13509.0,2011-12-01 10:10:00,2011-02-28 13:27:00,7,979.72,283,8,0,Loyal Customers
13510.0,2011-12-08 13:46:00,2011-06-09 09:32:00,4,1791.56,183,0,0,Loyal Customers
13512.0,2011-03-24 10:03:00,2011-03-24 10:03:00,1,251.21,260,260,1,At Risk
13513.0,2011-08-05 11:50:00,2011-08-05 11:50:00,1,205.1,126,126,1,At Risk
13514.0,2011-09-27 09:39:00,2011-09-27 09:39:00,1,152.20000000000002,73,73,0,At Risk
13515.0,2011-09-28 11:26:00,2011-04-06 10:33:00,4,891.12,247,72,0,At Risk
13516.0,2011-11-18 13:15:00,2011-04-15 11:06:00,3,1389.41,238,20,0,Potential Loyalist
13517.0,2011-10-11 11:43:00,2011-06-13 08:44:00,3,2128.42,179,59,0,Others
13518.0,2011-09-15 10:29:00,2011-09-15 10:29:00,1,659.44,85,85,0,At Risk
13519.0,2011-09-22 18:24:00,2011-09-22 18:24:00,1,122.75,77,77,0,At Risk
13520.0,2011-10-12 10:20:00,2010-12-03 10:36:00,6,3624.35,371,58,0,Others
13521.0,2011-12-08 13:50:00,2011-11-29 15:09:00,3,1093.65,9,0,0,Potential Loyalist
13522.0,2011-11-09 15:11:00,2011-11-09 15:11:00,1,125.80000000000001,29,29,0,Potential Loyalist
13523.0,2011-11-06 15:11:00,2010-12-08 14:22:00,5,3964.88,365,32,0,Loyal Customers
13524.0,2011-10-30 12:34:00,2011-05-04 12:26:00,5,680.1800000000001,219,40,0,Others
13525.0,2011-11-25 12:01:00,2011-04-05 15:36:00,2,628.78,247,14,0,Potential Loyalist
13527.0,2011-11-06 12:04:00,2011-01-17 11:17:00,7,2287.51,326,33,0,Others
13529.0,2011-09-22 09:15:00,2011-05-19 11:50:00,2,307.76,204,78,0,At Risk
13531.0,2011-05-18 16:56:00,2010-12-08 15:03:00,2,483.8,365,204,1,At Risk
13532.0,2011-11-06 12:25:00,2011-11-06 12:25:00,1,210.31,33,33,0,Others
13533.0,2011-06-10 11:54:00,2011-03-17 12:47:00,3,270.79,267,182,1,At Risk
13534.0,2011-12-07 14:52:00,2010-12-16 15:23:00,25,5870.08,357,1,0,Champions
13536.0,2011-12-08 16:38:00,2011-09-25 13:30:00,7,3448.29,74,0,0,Champions
13538.0,2011-10-27 16:34:00,2011-01-28 10:40:00,7,1280.85,315,42,0,Others
13539.0,2011-09-15 10:18:00,2011-02-03 15:23:00,3,631.34,308,85,0,At Risk
13544.0,2011-10-31 11:57:00,2011-04-13 12:09:00,2,291.41,240,39,0,Others
13546.0,2011-11-27 14:50:00,2011-05-23 12:14:00,3,626.99,200,11,0,Potential Loyalist
13548.0,2011-09-04 14:50:00,2011-04-10 11:35:00,2,682.41,243,95,1,At Risk
13549.0,2011-11-14 09:20:00,2011-04-11 13:42:00,7,918.2,241,25,0,Loyal Customers
13551.0,2011-01-24 14:46:00,2011-01-24 14:46:00,1,91.80000000000001,318,318,1,At Risk
13552.0,2011-10-04 15:19:00,2011-01-28 10:10:00,12,3740.07,315,65,0,Others
13555.0,2011-09-27 12:36:00,2011-05-22 11:06:00,4,4149.28,201,73,0,At Risk
13557.0,2011-11-11 15:24:00,2011-03-04 12:14:00,2,584.0600000000001,280,27,0,Potential Loyalist
13558.0,2011-12-04 11:24:00,2011-10-02 13:01:00,4,605.06,67,5,0,Loyal Customers
13560.0,2011-12-02 13:11:00,2011-12-02 13:11:00,1,174.37,6,6,0,Potential Loyalist
13561.0,2011-05-08 12:39:00,2011-05-08 12:39:00,1,141.85999999999999,215,215,1,At Risk
13562.0,2011-09-19 10:51:00,2011-04-08 12:42:00,3,1799.3300000000002,245,81,0,At Risk
13563.0,2011-09-16 14:45:00,2011-07-22 17:21:00,2,777.53,139,83,0,At Risk
13564.0,2011-07-18 14:33:00,2010-12-06 17:26:00,3,1749.02,367,143,1,At Risk
13565.0,2011-11-20 14:33:00,2011-01-09 14:28:00,2,240.22,333,18,0,Potential Loyalist
13566.0,2011-10-30 11:59:00,2011-09-18 12:40:00,2,874.71,82,40,0,Others
13568.0,2011-06-19 14:42:00,2011-06-19 14:42:00,1,192.85,172,172,1,At Risk
13569.0,2011-11-22 13:07:00,2010-12-07 12:29:00,2,373.75,367,16,0,Potential Loyalist
13570.0,2011-04-10 13:36:00,2011-04-10 13:36:00,1,239.49,242,242,1,At Risk
13571.0,2011-11-27 10:47:00,2011-03-31 12:43:00,12,2092.32,253,12,0,Champions
13572.0,2011-05-18 11:59:00,2011-05-18 11:59:00,1,1384.25,205,205,1,At Risk
13573.0,2011-10-20 14:33:00,2011-03-31 14:47:00,2,294.40000000000003,252,49,0,Others
13575.0,2011-11-16 13:14:00,2011-06-16 14:24:00,5,732.07,175,22,0,Loyal Customers
13576.0,2011-11-29 15:34:00,2010-12-01 17:24:00,18,6717.34,372,9,0,Champions
13577.0,2011-11-14 15:19:00,2011-04-12 10:33:00,4,1687.6000000000001,241,24,0,Loyal Customers
13579.0,2011-11-25 08:41:00,2010-12-05 16:10:00,2,467.04,368,14,0,Potential Loyalist
13581.0,2011-02-03 14:41:00,2011-02-03 14:41:00,1,118.0,308,308,1,At Risk
13583.0,2011-07-07 10:40:00,2011-07-07 10:40:00,1,781.03,155,155,1,At Risk
13584.0,2011-02-06 12:49:00,2011-02-06 12:49:00,1,142.4,306,306,1,At Risk
13587.0,2011-10-07 12:31:00,2011-10-07 12:31:00,1,712.4,63,63,0,Others
13588.0,2011-11-24 10:42:00,2011-03-29 15:53:00,9,2478.95,254,15,0,Loyal Customers
13589.0,2011-11-25 12:10:00,2011-06-13 12:44:00,2,379.65,179,14,0,Potential Loyalist
13590.0,2011-11-28 12:54:00,2011-02-09 13:25:00,6,1981.92,302,10,0,Loyal Customers
13591.0,2011-10-06 12:26:00,2011-03-18 12:18:00,3,1117.13,266,64,0,Others
13592.0,2011-11-04 09:49:00,2011-03-20 14:01:00,4,247.95999999999998,263,35,0,Others
13593.0,2011-08-23 13:35:00,2011-01-07 16:32:00,5,2037.0800000000002,335,107,1,At Risk
13594.0,2011-10-18 10:19:00,2011-10-18 10:19:00,1,396.97,52,52,0,Others
13596.0,2011-12-04 12:01:00,2011-11-27 11:57:00,2,697.04,12,5,0,Potential Loyalist
13598.0,2011-10-23 14:28:00,2011-10-23 14:28:00,1,180.17000000000002,46,46,0,Others
13599.0,2011-12-08 16:10:00,2010-12-08 10:11:00,21,5153.67,366,0,0,Champions
13600.0,2011-01-31 15:27:00,2011-01-31 15:27:00,1,219.52,311,311,1,At Risk
13601.0,2011-10-25 17:31:00,2011-05-12 16:52:00,2,693.32,210,44,0,Others
13602.0,2011-10-06 11:47:00,2011-10-06 11:47:00,1,428.89,64,64,0,Others
13603.0,2011-11-13 15:57:00,2011-11-13 15:57:00,1,164.34,25,25,0,Potential Loyalist
13606.0,2011-11-10 17:46:00,2011-02-01 11:42:00,3,280.54,311,28,0,Potential Loyalist
13607.0,2011-10-30 16:17:00,2011-10-30 16:17:00,1,678.01,39,39,0,Others
13610.0,2011-11-27 15:38:00,2011-02-27 14:44:00,7,1131.88,284,11,0,Loyal Customers
13611.0,2011-09-11 14:51:00,2010-12-15 10:31:00,3,1171.8,359,88,0,At Risk
13614.0,2011-11-15 14:47:00,2011-01-13 12:37:00,4,1610.46,330,23,0,Loyal Customers
13615.0,2011-01-25 08:21:00,2011-01-25 08:21:00,1,417.69,318,318,1,At Risk
13617.0,2011-10-30 13:50:00,2011-06-12 12:55:00,3,544.18,179,39,0,Others
13618.0,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,173,173,1,At Risk
13621.0,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,116,116,1,At Risk
13623.0,2011-11-09 12:00:00,2011-02-15 13:08:00,5,747.78,296,30,0,Loyal Customers
13626.0,2011-04-01 10:05:00,2011-04-01 10:05:00,1,257.23,252,252,1,At Risk
13627.0,2011-10-11 14:20:00,2010-12-17 09:52:00,5,1638.47,357,58,0,Others
13629.0,2011-11-16 13:21:00,2011-01-05 12:09:00,11,7792.36,338,22,0,Loyal Customers
13630.0,2011-12-04 15:16:00,2011-02-27 12:49:00,7,2031.78,285,4,0,Loyal Customers
13631.0,2011-09-01 09:57:00,2011-03-17 17:13:00,11,3070.42,266,99,1,At Risk
13632.0,2011-11-15 10:51:00,2011-04-10 15:07:00,5,2121.27,242,24,0,Loyal Customers
13634.0,2011-11-06 13:40:00,2011-01-16 15:30:00,5,1575.16,326,32,0,Loyal Customers
13635.0,2011-10-03 10:55:00,2011-10-03 10:55:00,1,1071.03,67,67,0,Others
13636.0,2011-11-03 10:30:00,2011-02-27 14:29:00,5,949.12,284,36,0,Others
13637.0,2011-10-18 13:32:00,2011-04-27 13:06:00,3,810.5,225,51,0,Others
13638.0,2011-11-24 10:38:00,2011-11-24 10:38:00,1,122.64,15,15,0,Potential Loyalist
13639.0,2011-09-26 13:36:00,2011-09-26 13:36:00,1,1033.34,73,73,0,At Risk
13642.0,2011-05-08 12:34:00,2011-05-08 12:34:00,1,354.8,215,215,1,At Risk
13643.0,2011-11-08 15:37:00,2011-06-07 11:40:00,3,519.44,185,30,0,Potential Loyalist
13644.0,2011-11-23 14:07:00,2011-08-26 11:53:00,4,2624.26,105,15,0,Loyal Customers
13645.0,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,119,119,1,At Risk
13647.0,2011-11-30 12:00:00,2011-04-19 09:49:00,4,1678.1200000000001,234,9,0,Loyal Customers
13649.0,2011-03-28 11:51:00,2010-12-08 14:46:00,2,346.6,365,256,1,At Risk
13650.0,2011-11-23 12:22:00,2011-03-17 12:37:00,6,1836.3400000000001,267,16,0,Loyal Customers
13651.0,2011-11-04 14:59:00,2011-10-31 12:11:00,2,94.2,39,34,0,Others
13652.0,2011-10-25 08:51:00,2010-12-06 09:21:00,3,1095.08,368,45,0,Others
13654.0,2011-10-27 16:24:00,2011-03-11 12:54:00,6,2707.33,272,42,0,Others
13655.0,2011-08-17 14:25:00,2011-04-12 09:53:00,2,932.97,241,113,1,At Risk
13656.0,2011-06-28 10:31:00,2011-01-06 15:42:00,2,379.65,336,164,1,At Risk
13657.0,2011-11-29 12:32:00,2011-05-22 12:35:00,2,382.14,201,10,0,Potential Loyalist
13658.0,2011-11-30 10:13:00,2011-05-19 17:15:00,5,2639.17,203,9,0,Loyal Customers
13659.0,2011-05-18 12:37:00,2011-01-23 12:08:00,2,1573.2,320,205,1,At Risk
13662.0,2011-09-15 12:04:00,2011-03-25 13:23:00,3,897.76,258,85,0,At Risk
13663.0,2011-06-13 15:44:00,2011-06-13 15:44:00,1,189.47,178,178,1,At Risk
13666.0,2011-10-10 15:39:00,2011-02-25 13:05:00,3,84.65,286,59,0,Others
13667.0,2011-07-13 15:42:00,2011-07-13 15:42:00,1,305.02,148,148,1,At Risk
13668.0,2011-12-07 12:11:00,2010-12-12 12:35:00,21,6363.59,362,2,0,Champions
13669.0,2011-10-20 09:32:00,2011-07-13 11:44:00,2,218.55,149,50,0,Others
13670.0,2011-09-25 15:25:00,2011-09-25 15:25:00,1,349.7,74,74,0,At Risk
13672.0,2011-02-11 13:53:00,2011-01-11 13:54:00,2,186.39000000000001,331,300,1,At Risk
13673.0,2011-11-21 12:11:00,2011-11-07 15:40:00,2,396.92,31,18,0,Potential Loyalist
13675.0,2011-07-11 12:57:00,2011-02-28 12:14:00,2,486.82000000000005,284,150,1,At Risk
13678.0,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,151,151,1,At Risk
13680.0,2011-12-08 13:47:00,2011-01-04 14:12:00,4,3722.42,338,0,0,Loyal Customers
13681.0,2011-11-22 11:13:00,2011-07-07 15:21:00,4,827.83,154,17,0,Loyal Customers
13682.0,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,186,186,1,At Risk
13684.0,2011-02-27 10:13:00,2011-02-27 10:13:00,1,67.23,285,285,1,At Risk
13685.0,2011-12-07 11:41:00,2011-10-10 12:59:00,7,3119.44,59,2,0,Champions
13686.0,2011-06-10 09:10:00,2011-06-10 09:10:00,1,72.0,182,182,1,At Risk
13689.0,2011-10-07 13:21:00,2011-10-07 13:21:00,1,910.0,62,62,0,Others
13690.0,2011-10-11 15:03:00,2011-10-11 15:03:00,1,172.25,58,58,0,Others
13692.0,2011-11-15 11:17:00,2011-04-17 12:57:00,3,1488.32,235,24,0,Potential Loyalist
13694.0,2011-12-06 09:32:00,2010-12-01 12:12:00,50,65039.62,373,3,0,Champions
13695.0,2011-11-08 14:26:00,2011-03-25 11:31:00,15,2504.13,259,30,0,Loyal Customers
13697.0,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.3,38,38,0,Others
13699.0,2011-07-07 16:51:00,2011-07-07 16:51:00,1,308.58000000000004,154,154,1,At Risk
13700.0,2011-11-13 13:00:00,2011-01-16 13:18:00,10,2265.12,326,25,0,Loyal Customers
13703.0,2011-01-25 13:10:00,2011-01-25 13:10:00,1,99.5,317,317,1,At Risk
13704.0,2011-12-04 15:13:00,2011-09-12 14:40:00,9,2308.06,87,4,0,Champions
13705.0,2011-12-02 12:32:00,2010-12-01 10:29:00,3,711.86,373,7,0,Potential Loyalist
13706.0,2011-02-10 09:21:00,2011-02-10 09:21:00,1,330.79,302,302,1,At Risk
13707.0,2011-03-17 18:03:00,2011-01-28 13:27:00,2,806.41,314,266,1,At Risk
13708.0,2011-03-13 13:46:00,2011-03-13 13:46:00,1,296.88,270,270,1,At Risk
13709.0,2011-12-06 10:28:00,2011-01-28 14:57:00,13,6328.05,314,3,0,Champions
13710.0,2011-11-08 08:16:00,2011-11-08 08:16:00,1,180.48,31,31,0,Potential Loyalist
13711.0,2011-05-05 10:31:00,2011-05-05 10:29:00,2,252.06,218,218,1,At Risk
13712.0,2011-04-07 12:33:00,2011-04-07 12:33:00,1,228.84,246,246,1,At Risk
13715.0,2011-03-03 19:21:00,2010-12-02 08:52:00,5,1079.34,372,280,1,At Risk
13716.0,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,268,268,1,At Risk
13717.0,2011-11-07 14:13:00,2011-02-14 13:21:00,6,1445.01,297,31,0,Loyal Customers
13718.0,2011-04-07 13:24:00,2011-02-17 11:58:00,2,306.55,295,245,1,At Risk
13719.0,2011-11-24 15:26:00,2011-04-19 13:56:00,5,1041.68,233,14,0,Loyal Customers
13720.0,2011-08-15 12:46:00,2011-03-30 09:17:00,4,799.9,254,116,1,At Risk
13721.0,2011-11-03 14:05:00,2011-11-03 14:05:00,1,524.14,35,35,0,Others
13722.0,2011-07-31 12:44:00,2011-03-02 11:43:00,3,2375.41,282,131,1,At Risk
13723.0,2011-05-06 17:04:00,2011-05-06 17:04:00,1,199.85000000000002,216,216,1,At Risk
13725.0,2011-10-21 10:03:00,2011-02-04 12:18:00,8,1980.56,308,49,0,Others
13726.0,2011-11-01 10:49:00,2011-08-31 11:06:00,2,1079.66,100,38,0,Others
13727.0,2011-11-11 09:46:00,2011-11-06 12:16:00,2,333.48,33,28,0,Potential Loyalist
13728.0,2011-11-03 10:49:00,2011-02-02 12:09:00,6,1016.14,310,36,0,Others
13730.0,2011-07-27 08:35:00,2011-07-01 12:47:00,2,752.6,161,135,1,At Risk
13731.0,2011-05-04 14:33:00,2011-04-07 10:10:00,2,610.59,246,218,1,At Risk
13732.0,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,27,27,0,Potential Loyalist
13735.0,2011-11-15 11:14:00,2011-04-19 13:49:00,4,2885.2400000000002,233,24,0,Loyal Customers
13736.0,2011-12-04 15:19:00,2011-03-24 13:04:00,2,731.9,259,4,0,Potential Loyalist
13737.0,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.6,199,199,1,At Risk
13739.0,2011-11-21 13:35:00,2011-11-21 13:35:00,1,216.9,17,17,0,Potential Loyalist
13740.0,2011-04-13 10:32:00,2011-04-13 10:32:00,1,350.75,240,240,1,At Risk
13741.0,2011-09-29 09:19:00,2011-05-06 13:43:00,3,668.4300000000001,216,71,0,Others
13742.0,2011-11-23 11:07:00,2011-01-23 14:59:00,12,3131.02,319,16,0,Loyal Customers
13743.0,2011-12-07 10:09:00,2011-03-25 14:46:00,7,1341.6,258,2,0,Loyal Customers
13744.0,2011-09-05 15:19:00,2011-02-20 14:08:00,2,1156.36,291,94,1,At Risk
13745.0,2011-06-30 16:43:00,2011-06-30 16:43:00,1,300.04,161,161,1,At Risk
13747.0,2010-12-01 10:37:00,2010-12-01 10:37:00,1,79.6,373,373,1,At Risk
13748.0,2011-09-05 09:45:00,2010-12-01 09:00:00,5,948.25,373,95,1,At Risk
13750.0,2011-10-17 12:16:00,2011-01-07 11:49:00,5,1647.26,336,53,0,Others
13751.0,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,287,287,1,At Risk
13752.0,2011-08-07 14:16:00,2011-04-07 12:04:00,6,1186.28,246,123,1,At Risk
13753.0,2011-02-25 12:48:00,2011-02-25 12:48:00,1,741.26,287,287,1,At Risk
13754.0,2011-07-11 11:51:00,2011-01-26 14:58:00,2,282.6,316,151,1,At Risk
13755.0,2011-12-06 12:26:00,2011-10-07 15:45:00,9,2161.35,62,3,0,Champions
13756.0,2011-12-07 16:44:00,2010-12-07 11:41:00,14,5189.52,367,1,0,Champions
13758.0,2011-11-28 11:11:00,2010-12-01 12:08:00,7,3190.55,373,11,0,Champions
13759.0,2011-11-06 14:47:00,2011-09-29 15:40:00,2,659.4100000000001,70,32,0,Potential Loyalist
13760.0,2011-10-16 16:13:00,2011-03-28 12:52:00,2,286.79,255,53,0,Others
13761.0,2011-10-20 14:01:00,2011-06-13 08:43:00,2,1070.65,179,49,0,Others
13762.0,2011-05-05 09:15:00,2011-05-05 09:15:00,1,306.72,218,218,1,At Risk
13763.0,2011-10-07 15:13:00,2011-10-07 15:13:00,1,1714.96,62,62,0,Others
13764.0,2011-09-30 12:03:00,2011-01-06 14:53:00,3,1521.76,336,70,0,Others
13767.0,2011-12-07 15:00:00,2010-12-01 10:47:00,37,17220.36,373,1,0,Champions
13769.0,2011-12-07 15:08:00,2010-12-07 13:28:00,10,2796.51,366,1,0,Champions
13771.0,2011-10-06 14:18:00,2011-04-06 15:47:00,4,2634.45,246,63,0,Others
13772.0,2011-11-06 11:43:00,2011-04-14 12:31:00,3,1132.13,239,33,0,Others
13774.0,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,81,81,0,At Risk
13777.0,2011-12-09 12:25:00,2010-12-01 16:01:00,33,25977.16,372,0,0,Champions
13778.0,2011-08-28 15:25:00,2011-08-28 15:25:00,1,178.7,102,102,1,At Risk
13780.0,2011-12-02 13:49:00,2011-06-22 11:43:00,2,360.01,170,6,0,Potential Loyalist
13781.0,2011-04-03 12:08:00,2011-04-03 12:08:00,1,127.84,250,250,1,At Risk
13782.0,2011-11-27 11:54:00,2011-01-16 11:08:00,6,912.0,327,12,0,Loyal Customers
13784.0,2011-11-30 09:33:00,2011-01-11 14:38:00,11,2462.79,331,9,0,Champions
13786.0,2010-12-07 13:53:00,2010-12-07 13:53:00,1,230.4,366,366,1,At Risk
13787.0,2011-09-25 12:06:00,2010-12-10 14:45:00,2,309.04,363,75,0,At Risk
13790.0,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.79999999999995,3,3,0,Potential Loyalist
13791.0,2011-08-04 11:44:00,2011-06-24 16:38:00,2,1516.0,167,127,1,At Risk
13792.0,2011-10-04 14:31:00,2011-02-25 14:03:00,2,195.55,286,65,0,Others
13798.0,2011-12-08 15:51:00,2010-12-02 17:24:00,57,37153.85,371,0,0,Champions
13799.0,2011-08-15 12:07:00,2011-02-18 14:18:00,2,688.86,293,116,1,At Risk
13800.0,2011-02-03 12:27:00,2011-02-03 12:27:00,1,558.32,309,309,1,At Risk
